cluster_file,rmax,n_slices,vol_slice,n_slices_used,n_points,elapsed_sec
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,0.133378758360431,30,4.69149530850002,30,103085,0.7401696569995693
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,0.16229681735100848,30,5.35631263860005,30,103085,0.7224109170001611
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,0.19748464632641896,30,6.57485033205001,30,103085,0.6939642659999663
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,0.24030160400695275,30,8.364051438050089,30,103085,0.6765978959992935
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,0.2924017738212865,30,11.026839704649966,30,103085,0.6532917439999437
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,0.3557978636354049,30,13.366201317699979,30,103085,0.6506729489992722
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,0.4329389596825433,30,15.61053016600004,30,103085,0.6320204099993134
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,0.5268051384453322,30,17.27027502970006,30,103085,0.6313103789998422
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,0.6410225914893466,30,18.801480698000095,30,103085,0.6350505219998013
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,0.7800037106934158,30,21.204036261100068,30,103085,0.6217702829999325
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,0.9491175455796848,30,23.15307710869993,30,103085,0.6317818299994542
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,1.1548972177662866,30,24.765321280699894,30,103085,0.6071842920009658
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,1.4052923052746675,30,27.135568452299932,30,103085,0.6179677759992046
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,1.7099759466766964,30,28.80843719984996,30,103085,0.6230143209995731
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,2.080718528976332,30,29.926970577350016,30,103085,0.6105998139992153
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,2.5318423953503633,30,30.997882184499947,30,103085,0.6041371880000952
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,3.0807751387916715,30,31.708674971049852,30,103085,0.6021002300003602
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,3.748722856220058,30,33.411846668199985,30,103085,0.6230412170007185
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,4.561489371878808,30,34.34778941824994,30,103085,0.6144827879998047
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,5.550473077848112,30,35.161627970700096,30,103085,0.6002621669995278
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,6.753879901122618,30,36.113730760800046,30,103085,0.5966365490003227
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,8.218199255994355,30,36.50274257245009,30,103085,0.5970548559998861
config1_leaf00cm_tol40cm_cluster_02_ndvi.las,10.0,30,37.248814010099984,30,103085,0.5925300700000662
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.05,30,2.407702002666669,30,101210,0.859853755999211
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.060840578869549786,30,2.640202325600012,30,101210,0.8367494429985527
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.07403152074363813,30,2.9622895085333494,30,101210,0.832398734999515
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.09008241153272054,30,3.2683454992000067,30,101210,0.796990969000035
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.10961332127231452,30,3.7088350316000436,30,101210,0.7768034790005913
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.133378758360431,30,4.285920059333367,30,101210,0.7413626569996268
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.16229681735100848,30,5.090283192799986,30,101210,0.7223494390000269
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.19748464632641896,30,5.917882903733346,30,101210,0.7020620800012694
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.24030160400695275,30,7.733384649599991,30,101210,0.6767979460000788
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.2924017738212865,30,9.829763747999992,30,101210,0.6698767629986833
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.3557978636354049,30,11.704317242400046,30,101210,0.6637973050001165
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.4329389596825433,30,14.156665773733364,30,101210,0.6473936780002987
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.5268051384453322,30,16.348513544666744,30,101210,0.6581946459991741
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.6410225914893466,30,18.59505560333331,30,101210,0.6268743319997157
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.7800037106934158,30,20.32099849226671,30,101210,0.6327026590006426
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,0.9491175455796848,30,21.743820454133427,30,101210,0.6224347759998636
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,1.1548972177662866,30,24.177747182666696,30,101210,0.6214955450013804
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,1.4052923052746675,30,26.5055826446667,30,101210,0.6101195709998137
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,1.7099759466766964,30,27.733093983733315,30,101210,0.6126244099996256
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,2.080718528976332,30,29.268621069066764,30,101210,0.6078154340011679
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,2.5318423953503633,30,31.37797539466684,30,101210,0.6068620860005467
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,3.0807751387916715,30,32.64839202253347,30,101210,0.6088920809997944
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,3.748722856220058,30,34.58752584706655,30,101210,0.5989462729994557
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,4.561489371878808,30,36.15847109426651,30,101210,0.5952306529998168
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,5.550473077848112,30,37.15393545959985,30,101210,0.6154690870007471
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,6.753879901122618,30,38.43514812519967,30,101210,0.5945562659999268
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,8.218199255994355,30,40.01360023919942,30,101210,0.6104884230007883
config1_leaf00cm_tol40cm_cluster_03_ndvi.las,10.0,30,40.94235683426597,30,101210,0.6004993810001906
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.05,30,2.3867414085000345,30,100102,0.8645319219995145
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.060840578869549786,30,2.5957627836000476,30,100102,0.827495314000771
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.07403152074363813,30,2.8668410979000556,30,100102,0.8543346610003937
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.09008241153272054,30,3.134963841300078,30,100102,0.7709831809988827
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.10961332127231452,30,3.6142000071000657,30,100102,0.7578726909996476
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.133378758360431,30,4.365535720200088,30,100102,0.7441833749999205
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.16229681735100848,30,5.1153183585000885,30,100102,0.7247082850008155
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.19748464632641896,30,6.047814550800095,30,100102,0.6852655190014048
