cluster_file,voxel_size,vol_voxel,n_voxels,n_points,elapsed_sec
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.10157738766918833,8.122558003203723,7750,95462,0.07087053200120863
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.11741453286048854,9.849771288652642,6085,95462,0.07136101099968073
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.13572088082974532,11.787499999999996,4715,95462,0.06873433200053114
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.1568814102006323,14.15104241157119,3665,95462,0.07063246299912862
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.1813411224276773,16.858336061865028,2827,95462,0.09490512199954537
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.20961440008267682,20.21612284878912,2195,95462,0.08262813799956348
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.24229582421132284,24.395061244350234,1715,95462,0.0688735200001247
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.28007267824676524,28.779518852923395,1310,95462,0.06779158700010157
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.32373940143476265,33.48912734473966,987,95462,0.06989958099984506
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.3742142957228954,40.97961521616328,782,95462,0.07249246099854645
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.4325588374561865,47.994366262703494,593,95462,0.07055270799901336
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.5,56.5,452,95462,0.06916320799973619
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.01,0.08230100000000001,82301,95017,0.06663262399888481
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.011559121134605051,0.1255299781858317,81278,95017,0.06350499300060619
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.013361328140447326,0.18992731407907776,79623,95017,0.0686760869994032
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.01544452104946379,0.2844035476635392,77199,95017,0.0694871929990768
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.01785250896767095,0.42003316878843705,73822,95017,0.06810775300073146
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.02063593137139315,0.6071731528622563,69094,95017,0.07032937399890216
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.023853323044733008,0.8547158191134041,62976,95017,0.0684695850013668
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.027572345053693506,1.1602157044576158,55350,95017,0.07294187799925567
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.031871207644077165,1.5210572037010872,46984,95017,0.07118936099868733
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.03684031498640387,1.9408500000000002,38817,95017,0.07215626899960625
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.042584166356484814,2.435369301684696,31537,95017,0.0693857210007991
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.0492235537330781,3.0346197577509297,25444,95017,0.07156466999913391
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.05689810202763908,3.7193982010273334,20192,95017,0.07501942400085682
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.06576920536665974,4.529657902420344,15922,95017,0.07039111099948059
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.07602342117599367,5.507652959105265,12535,95017,0.06771924300119281
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.08787639344404101,6.59128457749658,9713,95017,0.06856910399983462
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.10157738766918833,7.949626123135515,7585,95017,0.06686931299918797
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.11741453286048854,9.556787130354182,5904,95017,0.06977116200141609
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.13572088082974532,11.419999999999996,4568,95017,0.0692250320007588
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.1568814102006323,13.7417626037604,3559,95017,0.06732592399930581
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.1813411224276773,16.262002985746705,2727,95017,0.06686687699948379
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.20961440008267682,19.608257651513455,2129,95017,0.06741685300039535
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.24229582421132284,23.143302999742176,1627,95017,0.06591009499970824
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.28007267824676524,27.922724016843997,1271,95017,0.08575376400040113
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.32373940143476265,33.18375536287273,978,95017,0.0689859060003073
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.3742142957228954,39.197892815460534,748,95017,0.0684204969984421
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.4325588374561865,46.05192985409492,569,95017,0.07098446400050307
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.5,55.375,443,95017,0.06876193499920191
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.01,0.076466,76466,90680,0.06021311799850082
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.011559121134605051,0.11644087754822227,75393,90680,0.06117758300024434
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.013361328140447326,0.17607091872239233,73814,90680,0.06195131999993464
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.01544452104946379,0.2630398490029236,71400,90680,0.06297053699927346
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.01785250896767095,0.38927974464249815,68417,90680,0.06415129599918146
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.02063593137139315,0.5637270639435225,64150,90680,0.06445348899978853
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.023853323044733008,0.7921213488747255,58364,90680,0.06508671099982166
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.027572345053693506,1.081777995946678,51608,90680,0.06653787799950805
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.031871207644077165,1.4185613092068414,43818,90680,0.06600843500018527
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.03684031498640387,1.8143500000000001,36287,90680,0.06596925600024406
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.042584166356484814,2.2994575164494147,29777,90680,0.06608337100078643
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.0492235537330781,2.880288757651507,24150,90680,0.06744542500018724
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.05689810202763908,3.5517747678391958,19282,90680,0.06798562299991318
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.06576920536665974,4.345592542360931,15275,90680,0.06831267500092508
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.07602342117599367,5.321355005003898,12111,90680,0.06673880200105486
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.08787639344404101,6.385667443039516,9410,90680,0.06475127900012012
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.10157738766918833,7.726386787047464,7372,90680,0.0640589029990224
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.11741453286048854,9.305889094242241,5749,90680,0.062271604998386465
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.13572088082974532,11.297499999999996,4519,90680,0.06388514600075723
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.1568814102006323,13.506233657756077,3498,90680,0.06571323299976939
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.1813411224276773,16.14273637052304,2707,90680,0.0641225340004894
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.20961440008267682,19.27669481663582,2093,90680,0.06398397399971145
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.24229582421132284,23.271323729304363,1636,90680,0.0638281650008139
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.28007267824676524,27.834847623399956,1267,90680,0.06260872200073209
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.32373940143476265,32.91231360121324,970,90680,0.0653130640002928
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.3742142957228954,39.774332415687894,759,90680,0.06619833299919264
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.4325588374561865,46.618473806605756,576,90680,0.0660729729988816
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.5,54.5,436,90680,0.06518861199947423
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.01,0.07516600000000001,75166,88865,0.06443045000014536
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.011559121134605051,0.11433578932918036,74030,88865,0.06460734999927809
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.013361328140447326,0.17307971201258282,72560,88865,0.06309912500000792
