cluster_file,voxel_size,vol_voxel,n_voxels,n_points,elapsed_sec
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.03129917698872869,1.5299970590974976,49899,100102,0.08148310299839068
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.03684031498640387,2.02705,40541,100102,0.08341109899993171
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.04336244396414017,2.632095774991536,32282,100102,0.08229213300000993
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.051039236424475005,3.3604982198821136,25275,100102,0.08407472100043378
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.06007511147083267,4.232824967559543,19523,100102,0.08146865300113859
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.07071067811865475,5.331938683537161,15081,100102,0.08108160100164241
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.08322914227845538,6.575966987373057,11406,100102,0.08244996999928844
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.09796384801717632,8.145466299625127,8664,100102,0.08159352599977865
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.11530715390799683,10.00037156705843,6523,100102,0.08115186000031827
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.13572088082974532,12.372499999999995,4949,100102,0.08104919499965035
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.1597486094219211,15.177641673832921,3723,100102,0.08089666500018211
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.18803015465431966,18.627331379049817,2802,100102,0.07885685700057365
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.22131860294287997,22.76528308117359,2100,100102,0.08339406300001428
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.26050036547934563,27.559486796745677,1559,100102,0.08195878700098547
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.3066187817586519,33.66968894113507,1168,100102,0.08166756200080272
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.3609019018232971,41.695686794595375,887,100102,0.08038069600115705
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.4247951870156353,50.208825512979246,655,100102,0.0789870440003142
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.5,58.5,468,100102,0.08117365600082849
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.01,0.07984800000000002,79848,95462,0.07281963800051017
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.011770378179487158,0.12818034099077494,78605,95462,0.07529957699989609
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.01385418024881474,0.20366414137350836,76590,95462,0.07538296500024444
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.016306894089533095,0.31832803738514936,73411,95462,0.07754052400014189
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.019193831036664843,0.49080988788939434,69411,95462,0.07664825200117775
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.022591865001472325,0.7325348180621133,63529,95462,0.07439347599938628
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.026591479484724942,1.05144582181149,55919,95462,0.07748465300028329
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.03129917698872869,1.433473466599874,46751,95462,0.07638216200030001
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.03684031498640387,1.9163000000000001,38326,95462,0.08114516200112121
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.04336244396414017,2.485822935008424,30488,95462,0.08226518700030283
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.051039236424475005,3.1776817984246297,23900,95462,0.07973307900101645
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.06007511147083267,4.052437200668719,18691,95462,0.07903405300021404
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.07071067811865475,5.083744203340683,14379,95462,0.07787387499956822
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.08322914227845538,6.287122566833526,10905,95462,0.07532842599903233
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.09796384801717632,7.818293830526612,8316,95462,0.07893578900075227
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.11530715390799683,9.59563477513701,6259,95462,0.07728240299911704
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.13572088082974532,11.787499999999996,4715,95462,0.07559626200054481
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.1597486094219211,14.235918540162386,3492,95462,0.07648357600010058
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.18803015465431966,17.543728590047277,2639,95462,0.07485323699984292
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.22131860294287997,21.941396645854926,2024,95462,0.07598994900035905
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.26050036547934563,26.587214972614177,1504,95462,0.07546510300016962
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.3066187817586519,32.37248345967011,1123,95462,0.07602165700154728
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.3609019018232971,38.687204320126256,823,95462,0.07820904300024267
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.4247951870156353,46.606054827315084,608,95462,0.07651794299999892
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.5,56.5,452,95462,0.07639977400140197
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.01,0.08230100000000001,82301,95017,0.07362951100003556
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.011770378179487158,0.13212008660280614,81021,95017,0.07839383800092037
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.01385418024881474,0.21021628191854458,79054,95017,0.07510927499970421
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.016306894089533095,0.32966731648177205,76026,95017,0.07547942599921953
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.019193831036664843,0.5087633290637208,71950,95017,0.07745903300019563
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.022591865001472325,0.7570029961213902,65651,95017,0.07979496299958555
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.026591479484724942,1.0760025600093441,57225,95017,0.07899823099978676
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.03129917698872869,1.468734626502119,47901,95017,0.079970750000939
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.03684031498640387,1.9408500000000002,38817,95017,0.078278811999553
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.04336244396414017,2.511669362140334,30805,95017,0.07946154900128022
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.051039236424475005,3.18393079610354,23947,95017,0.08031527499952062
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.06007511147083267,4.008424320045117,18488,95017,0.07926020600098127
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.07071067811865475,4.983335040412194,14095,95017,0.07960556400030327
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.08322914227845538,6.162014304843349,10688,95017,0.07727906299987808
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.09796384801717632,7.554111463237292,8035,95017,0.07705627399991499
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.11530715390799683,9.272151960381631,6048,95017,0.07655279999926279
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.13572088082974532,11.419999999999996,4568,95017,0.07736517500052287
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.1597486094219211,13.950547893595557,3422,95017,0.0767086810010369
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.18803015465431966,17.204687226617033,2588,95017,0.07443288399917947
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.22131860294287997,20.521276606029335,1893,95017,0.07634733099985169
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.26050036547934563,25.49119946177503,1442,95017,0.09196733699900506
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.3066187817586519,30.210474323895166,1048,95017,0.07798758600074507
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.3609019018232971,37.22997062155528,792,95017,0.07881253699997615
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.4247951870156353,45.22627030940115,590,95017,0.07475184800023271
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.5,55.375,443,95017,0.07851215899972885
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.01,0.076466,76466,90680,0.07118345600065368
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.011770378179487158,0.12264415044737845,75210,90680,0.06841354199968919
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.01385418024881474,0.19502722883686968,73342,90680,0.07293852899965714
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.016306894089533095,0.30531063170711453,70409,90680,0.0726895500010869
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.019193831036664843,0.4705017811337167,66539,90680,0.07248652599992056
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.022591865001472325,0.7001565692447478,60721,90680,0.0733132889999979
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.026591479484724942,1.005265615828389,53463,90680,0.07464268799958518
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.03129917698872869,1.3709845588774607,44713,90680,0.07221764300084033
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.03684031498640387,1.8143500000000001,36287,90680,0.07661964100043406
